"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"(주)동남 울산공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 석당길 29,,울산광역시 울주군보건소,35.435192,129.334176,2019-09-18
"극동제연공업(주) 언양지점",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 봉화로 339,울산광역시 울주군 상북면 길천리 1-29,울산광역시 울주군보건소,35.577556,129.097917,2019-09-18
"(주)알테크노메탈",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 30,,울산광역시 울주군보건소,35.423612,129.331188,2019-09-18
"(주)서연씨엔에프 제1공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 전읍농공길 13,,울산광역시 울주군보건소,35.667673,129.172658,2019-09-18
"(주)세진메탈 3공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 석당길 29-13,,울산광역시 울주군보건소,35.436179,129.335011,2019-09-18
"(주)이레테크(언양)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 53,,울산광역시 울주군보건소,35.558176,129.147107,2019-09-18
"부산경남우유협동조합",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 공암공단2길 24,,울산광역시 울주군보건소,35.527397,129.097011,2019-09-18
"에어프로덕츠코리아(주)울산1공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 석당길 15,,울산광역시 울주군보건소,35.437741,129.333938,2019-09-18
"정원기계㈜(반천)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 108-53,,울산광역시 울주군보건소,35.565298,129.148107,2019-09-18
"(주)티씨티 2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학1길 5,,울산광역시 울주군보건소,35.460396,129.333021,2019-09-18
"내셔날오일웰바르코코리아(유)(화산2)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 211,,울산광역시 울주군보건소,35.429567,129.327178,2019-09-18
"(주)디아이씨두동공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계농공길 8,,울산광역시 울주군보건소,35.706308,129.207557,2019-09-18
"(주)울프",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업로 129-19,,울산광역시 울주군보건소,35.469956,129.333558,2019-09-18
"코리아니켈(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 318,,울산광역시 울주군보건소,35.431481,129.339253,2019-09-18
"부국산업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업2길 24-19,,울산광역시 울주군보건소,35.597496,129.077642,2019-09-18
"한융금속(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업1길 11,,울산광역시 울주군보건소,35.462887,129.338805,2019-09-18
"동우에이치에스티(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 83,,울산광역시 울주군보건소,35.607626,129.073199,2019-09-18
"(주)동성코퍼레이션",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 지화길 123,,울산광역시 울주군보건소,35.577216,129.096235,2019-09-18
"(주)삼전",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 삼동로 89,,울산광역시 울주군보건소,35.498768,129.100204,2019-09-18
"에코캡㈜-3",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천반송산업로 137-66,,울산광역시 울주군보건소,35.594825,129.082651,2019-09-18
"조선선재온산㈜(언양)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산3길 23,,울산광역시 울주군보건소,35.426176,129.334738,2019-09-18
"현대밋숀(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 229,,울산광역시 울주군보건소,35.431671,129.327585,2019-09-18
"(주)명진TSR(상북)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 103-25,,울산광역시 울주군보건소,35.583028,129.090445,2019-09-18
"한주금속㈜(화산)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산2길 34-5,,울산광역시 울주군보건소,35.427543,129.332234,2019-09-18
"대창HRSG(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 45,,울산광역시 울주군보건소,35.474322,129.333375,2019-09-18
"승일테크유한회사 울산지점",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업1길 152,,울산광역시 울주군보건소,35.703526,129.194144,2019-09-18
"(주)제일화성(온산)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학3길 38-16,,울산광역시 울주군보건소,35.455592,129.330645,2019-09-18
"내셔날오일웰바르코코리아(유)(대정1)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 대정로 120,,울산광역시 울주군보건소,35.421305,129.342637,2019-09-18
"동성정공(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 47,,울산광역시 울주군보건소,35.475216,129.333985,2019-09-18
"내셔날오일웰바르코코리아(유)(이진)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 63,,울산광역시 울주군보건소,35.429011,129.335196,2019-09-18
"주식회사 미창케이블(울산공장)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업2길 18,,울산광역시 울주군보건소,35.596891,129.079797,2019-09-18
"(주)에스엘티이",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 108-31,,울산광역시 울주군보건소,35.565281,129.146253,2019-09-18
"린노알미늄 주식회사",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 201,,울산광역시 울주군보건소,35.591741,129.084318,2019-09-18
"(주)일진에너지",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 산암로 42,,울산광역시 울주군보건소,35.437554,129.335671,2019-09-18
"(주)우신시스템울산공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단2길 129,,울산광역시 울주군보건소,35.440934,129.160086,2019-09-18
"동남정밀(주) 2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산2길 33-6,,울산광역시 울주군보건소,35.427481,129.330641,2019-09-18
"(주)태극엔터프라이즈(8)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업5길 8,,울산광역시 울주군보건소,35.473822,129.331273,2019-09-18
"(주)영광",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업5길 55,,울산광역시 울주군보건소,35.478855,129.332591,2019-09-18
"(주)현대미포조선(산암)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 산암로 520,,울산광역시 울주군보건소,35.429968,129.358398,2019-09-18
"씨제이전기(주) 제3공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 웅촌면 은현리 455-3 외 1필지,울산광역시 울주군보건소,35.469409,129.177613,2019-09-18
"에쓰-오일토탈윤활유(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 당월로 436,,울산광역시 울주군보건소,35.443441,129.351146,2019-09-18
"(주)디아이씨언양공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 69,,울산광역시 울주군보건소,35.606313,129.073656,2019-09-18
"(주)대한(청량)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 74,,울산광역시 울주군보건소,35.478491,129.335317,2019-09-18
"(주)대성사 상북공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 91,,울산광역시 울주군보건소,35.608881,129.073134,2019-09-18
"오덱(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 341,,울산광역시 울주군보건소,35.433329,129.337515,2019-09-18
"지에스에코메탈(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 75-34,,울산광역시 울주군보건소,35.427442,129.337318,2019-09-18
KOC전기(주),시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 가천금사길 250,,울산광역시 울주군보건소,35.521326,129.078305,2019-09-18
"한국요업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학1길 53,,울산광역시 울주군보건소,35.460976,129.329127,2019-09-18
"솔베이코리아(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 100,,울산광역시 울주군보건소,35.426691,129.339741,2019-09-18
"(주)지텍",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업로 50,,울산광역시 울주군보건소,35.693312,129.188642,2019-09-18
"성창보드(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 강당로 35 (삼남면),,울산광역시 울주군보건소,35.519317,129.095403,2019-09-18
"(주)에스모",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 웅비공단길 91-1,,울산광역시 울주군보건소,35.438642,129.198239,2019-09-18
"동아전지(주) 1공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산2길 20,,울산광역시 울주군보건소,35.425976,129.332614,2019-09-18
"영신산업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 신안길 35-13,,울산광역시 울주군보건소,35.526915,129.102151,2019-09-18
"케이유엠 유한회사",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 17,,울산광역시 울주군보건소,35.602011,129.075988,2019-09-18
